Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
59,2014-12-06T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,NA,NA
59,2014-06-17T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,163,NA
59,2014-06-20T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,177,NA
59,2014-06-25T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,159,NA
59,2014-01-07T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,239,NA
59,2014-04-07T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,158,NA
59,2014-09-07T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,182,NA
59,2014-07-14T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,112,NA
59,2014-07-17T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,24,104,NA
59,2014-07-22T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,128,NA
59,2014-07-25T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,159,NA
59,2014-01-08T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,139,NA
59,2014-06-08T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,125,NA
59,2014-11-08T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,93,NA
59,2014-08-14T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,86,NA
59,2014-08-21T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,134,NA
59,2014-08-26T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,152,NA
59,2014-01-09T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,160,NA
59,2014-09-09T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,93,NA
59,2014-12-09T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,33,130,NA
59,2014-09-17T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,31,114,NA
59,2014-09-22T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,185,NA
59,2014-09-25T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,199,NA
59,2014-01-10T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,120,NA
59,2014-09-10T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,130,NA
59,2014-10-15T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,152,NA
59,2014-10-17T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,172,NA
59,2014-10-22T12:46:36Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",18,92,304,NA
59,2014-10-28T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,161,NA
59,2014-03-11T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,308,NA
59,2014-10-11T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,332,NA
59,2014-11-13T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,206,NA
59,2014-11-18T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,296,NA
59,2014-11-21T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,219,NA
59,2014-11-26T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,231,NA
59,2014-02-12T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,263,NA
59,2014-05-12T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,235,NA
59,2014-10-12T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,215,NA
59,2014-12-15T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,187,NA
59,2014-12-18T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,311,NA
59,2014-12-23T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,195,NA
59,2014-12-29T12:46:37Z,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,143,NA
55,2014-01-01T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,212,NA
55,2014-06-01T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,190,NA
55,2014-09-01T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,67,379,NA
55,2014-01-15T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,60,380,NA
55,2014-01-20T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,222,NA
55,2014-01-23T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,106,NA
55,2014-01-28T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,219,NA
55,2014-03-02T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,279,NA
55,2014-06-02T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,50,192,NA
55,2014-11-02T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,312,NA
55,2014-02-14T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,194,NA
55,2014-02-19T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,225,NA
55,2014-02-24T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,236,NA
55,2014-02-27T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,194,NA
55,2014-05-03T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,28,171,NA
55,2014-10-03T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,29,52,NA
55,2014-03-13T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,147,NA
55,2014-03-19T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,133,NA
55,2014-03-24T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,33,106,NA
55,2014-03-27T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,125,NA
55,2014-02-04T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,113,NA
55,2014-07-04T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,135,NA
55,2014-04-15T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,151,NA
55,2014-04-21T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,152,NA
55,2014-04-24T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,59,194,NA
55,2014-04-29T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,106,NA
55,2014-05-05T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,156,NA
55,2014-08-05T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,339,NA
55,2014-05-13T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,26,138,NA
55,2014-05-19T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,175,NA
55,2014-05-22T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,138,NA
55,2014-05-27T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,29,175,NA
55,2014-02-06T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,137,NA
55,2014-05-06T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,132,NA
55,2014-10-06T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,213,NA
55,2014-06-13T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,145,NA
55,2014-06-18T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,176,NA
55,2014-06-23T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,165,NA
55,2014-06-26T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,157,NA
55,2014-02-07T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,181,NA
55,2014-07-07T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,129,NA
55,2014-10-07T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,234,NA
55,2014-07-15T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,162,NA
55,2014-07-23T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,85,NA
55,2014-07-28T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,153,NA
55,2014-04-08T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,96,NA
55,2014-07-08T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,134,NA
55,2014-12-08T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,143,NA
55,2014-08-19T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,217,NA
55,2014-08-22T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,241,NA
55,2014-08-27T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,165,NA
55,2014-02-09T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,71,NA
55,2014-05-09T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,26,57,NA
55,2014-10-09T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,33,87,NA
55,2014-09-15T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,77,NA
55,2014-09-18T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,29,90,NA
55,2014-09-23T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,143,NA
55,2014-09-26T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,121,NA
55,2014-07-10T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,141,NA
55,2014-10-10T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,157,NA
55,2014-10-14T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,83,NA
55,2014-10-20T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,225,NA
55,2014-10-24T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,231,NA
55,2014-10-29T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,175,NA
55,2014-05-11T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,205,NA
55,2014-11-11T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,363,NA
55,2014-11-14T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,330,NA
55,2014-11-19T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,481,NA
55,2014-11-24T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,316,NA
55,2014-11-27T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,303,NA
55,2014-03-12T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,263,NA
55,2014-08-12T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,343,NA
55,2014-11-12T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,237,NA
55,2014-12-16T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,158,NA
55,2014-12-19T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,251,NA
55,2014-12-24T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,257,NA
55,2014-12-30T12:46:37Z,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,214,NA
57,2014-02-01T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,389,NA
57,2014-07-01T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,69,240,NA
57,2014-10-01T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,64,313,NA
57,2014-01-16T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,63,399,NA
57,2014-01-21T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,63,119,NA
57,2014-01-24T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,161,NA
57,2014-01-29T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,403,NA
57,2014-04-02T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,307,NA
57,2014-07-02T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,58,203,NA
57,2014-12-02T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,235,NA
57,2014-02-17T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,61,202,NA
57,2014-02-20T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,67,287,NA
57,2014-02-25T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,62,280,NA
57,2014-03-03T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,68,222,NA
57,2014-06-03T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,64,161,NA
57,2014-11-03T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,62,191,NA
57,2014-03-14T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,71,173,NA
57,2014-03-20T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,NA,NA
57,2014-03-25T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,68,NA,NA
57,2014-03-28T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,63,NA,NA
57,2014-03-04T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,62,NA,NA
57,2014-09-04T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,146,NA
57,2014-04-16T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,179,NA
57,2014-04-22T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,303,NA
57,2014-04-25T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,68,271,NA
57,2014-01-05T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,51,310,NA
57,2014-06-05T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,58,228,NA
57,2014-09-05T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,351,NA
57,2014-05-15T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,276,NA
57,2014-05-20T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,208,NA
57,2014-05-23T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,189,NA
57,2014-05-28T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,267,NA
57,2014-03-06T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,63,240,NA
57,2014-06-06T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,206,NA
57,2014-11-06T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,56,256,NA
57,2014-06-16T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,303,NA
57,2014-06-19T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,54,132,NA
57,2014-06-24T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,54,306,NA
57,2014-06-27T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,54,186,NA
57,2014-03-07T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,54,157,NA
57,2014-08-07T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,53,224,NA
57,2014-11-07T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,49,185,NA
57,2014-07-16T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,131,NA
57,2014-07-21T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,51,132,NA
57,2014-07-24T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,50,75,NA
57,2014-07-30T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,153,NA
57,2014-05-08T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,147,NA
57,2014-08-08T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,53,218,NA
57,2014-08-13T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,58,83,NA
57,2014-08-20T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,189,NA
57,2014-08-25T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,123,NA
57,2014-08-28T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,138,NA
57,2014-03-09T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,47,145,NA
57,2014-08-09T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,93,NA
57,2014-11-09T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,56,74,NA
57,2014-09-16T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,51,147,NA
57,2014-09-19T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,112,NA
57,2014-09-24T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,102,NA
57,2014-09-29T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,137,NA
57,2014-08-10T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,209,NA
57,2014-10-13T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,47,262,NA
57,2014-10-16T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,66,231,NA
57,2014-10-21T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,61,256,NA
57,2014-10-28T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,64,277,NA
57,2014-07-11T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,339,NA
57,2014-12-11T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,403,NA
57,2014-11-17T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,374,NA
57,2014-11-20T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,464,NA
57,2014-11-25T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,63,334,NA
57,2014-01-12T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,52,368,NA
57,2014-04-12T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,183,NA
57,2014-09-12T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,221,NA
