Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
146,2013-05-07T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,54,112,NA
146,2013-06-07T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,52,101,NA
146,2013-11-07T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,60,102,NA
146,2013-12-07T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,59,97,NA
146,2013-07-19T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,45,86,NA
146,2013-07-23T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,77,135,NA
146,2013-07-24T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,58,93,NA
146,2013-01-08T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,62,103,NA
146,2013-02-08T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,43,97,NA
146,2013-06-08T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,92,78,NA
146,2013-12-08T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,71,87,NA
146,2013-08-13T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,57,67,NA
146,2013-08-19T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,60,77,NA
146,2013-08-20T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,78,90,NA
146,2013-08-21T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,55,67,NA
146,2013-04-09T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,42,95,NA
146,2013-05-09T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,52,115,NA
146,2013-06-09T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,67,121,NA
146,2013-09-17T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,104,105,NA
146,2013-09-18T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,92,106,NA
146,2013-09-19T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,89,126,NA
146,2013-09-24T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,69,68,NA
146,2013-09-25T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,68,70,NA
146,2013-03-10T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,50,45,NA
146,2013-04-10T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,51,71,NA
146,2013-08-10T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,83,87,NA
146,2013-09-10T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,79,79,NA
146,2013-10-10T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,86,95,NA
146,2013-10-22T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",19,157,234,NA
146,2013-10-23T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",40,140,257,NA
146,2013-10-24T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,156,284,NA
146,2013-12-11T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,199,312,NA
146,2013-11-13T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,173,322,NA
146,2013-11-14T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,146,272,NA
146,2013-11-19T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,116,223,NA
146,2013-11-20T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,142,367,NA
146,2013-11-21T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",20,138,345,NA
146,2013-11-26T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,115,202,NA
146,2013-11-27T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,117,326,NA
146,2013-05-12T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,131,207,NA
146,2013-06-12T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,127,326,NA
146,2013-10-12T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,131,292,NA
146,2013-11-12T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,104,237,NA
146,2013-12-12T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,96,152,NA
146,2013-12-24T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,114,193,NA
146,2013-12-25T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,112,203,NA
146,2013-12-26T02:31:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,117,217,NA
345,2013-03-01T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,12,92,287,NA
345,2013-04-01T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,104,268,NA
345,2013-05-01T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,8,89,291,NA
345,2013-08-01T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,98,407,NA
345,2013-09-01T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,8,85,444,NA
345,2013-10-01T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,4,89,359,NA
345,2013-01-29T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,5,108,564,NA
345,2013-01-30T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,5,90,646,NA
345,2013-06-02T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,65,246,NA
345,2013-07-02T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,4,66,189,NA
345,2013-08-02T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,77,236,NA
345,2013-02-15T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,69,261,NA
345,2013-02-16T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,5,107,160,NA
345,2013-02-19T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,4,106,232,NA
345,2013-02-20T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,101,254,NA
345,2013-02-21T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,8,88,207,NA
345,2013-04-03T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,7,92,361,NA
345,2013-05-03T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,7,80,241,NA
345,2013-06-03T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,6,87,259,NA
345,2013-08-03T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,5,115,315,NA
345,2013-09-03T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,8,107,243,NA
345,2013-03-22T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,6,91,299,NA
345,2013-03-23T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,7,84,226,NA
345,2013-03-24T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,52,230,NA
345,2013-09-04T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,6,68,328,NA
345,2013-10-04T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,11,75,226,NA
345,2013-11-04T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,11,70,281,NA
345,2013-04-15T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,12,98,413,NA
345,2013-04-16T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,11,89,344,NA
345,2013-04-26T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,5,76,266,NA
345,2013-04-27T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,74,358,NA
345,2013-04-28T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,4,85,325,NA
345,2013-06-05T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,4,111,481,NA
345,2013-07-05T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,7,108,523,NA
345,2013-08-05T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,5,119,371,NA
345,2013-05-14T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,96,417,NA
345,2013-05-15T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,4,117,343,NA
345,2013-05-16T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,112,375,NA
345,2013-05-29T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,6,113,365,NA
345,2013-05-30T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,6,97,321,NA
345,2013-06-08T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,100,66,NA
345,2013-07-08T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,94,102,NA
345,2013-08-19T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,60,107,NA
345,2013-08-20T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,83,79,NA
345,2013-08-21T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,46,66,NA
345,2013-08-26T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,10,68,124,NA
345,2013-08-27T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,10,52,105,NA
345,2013-08-28T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,10,50,132,NA
345,2013-04-09T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,25,85,NA
345,2013-05-09T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,37,75,NA
345,2013-06-09T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,44,106,NA
345,2013-10-09T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,71,123,NA
345,2013-11-09T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,75,102,NA
345,2013-12-09T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,74,104,NA
345,2013-09-24T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,41,134,NA
345,2013-09-25T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,70,80,NA
345,2013-03-10T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,29,84,NA
345,2013-04-10T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,40,117,NA
345,2013-10-15T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,88,167,NA
345,2013-10-16T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,94,260,NA
345,2013-10-17T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,82,205,NA
345,2013-10-28T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,128,421,NA
345,2013-10-29T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,4,115,524,NA
345,2013-10-30T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,8,129,404,NA
345,2013-01-11T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,5,88,388,NA
345,2013-02-11T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,6,89,536,NA
345,2013-05-11T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,10,124,626,NA
345,2013-06-11T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,13,122,436,NA
345,2013-07-11T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,6,120,397,NA
345,2013-11-13T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,6,106,411,NA
345,2013-11-14T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,11,128,398,NA
345,2013-11-15T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,8,131,373,NA
345,2013-05-12T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,6,124,311,NA
345,2013-06-12T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,13,125,395,NA
345,2013-12-17T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,105,670,NA
345,2013-12-18T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,4,104,480,NA
345,2013-12-19T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,4,117,363,NA
345,2013-12-24T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,3,110,296,NA
345,2013-12-25T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,2,24,286,NA
345,2013-12-30T02:31:56Z,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",National Environmental Engineering Research Institute,Industrial Area,11,72,239,NA

